316,0,1.85,0.25,0.1,dtnfk,IlxxxlI
317,0,2.5,1.0,0.5,IlxxxlI,gust
318,3,4.28,1.0,0.5,Portly23,Pimpika
319,0,2.5,1.0,0.5,Ice Bank Mice Elf,FirstClan
320,0,0.6,0.25,0.1,xx10jqkaxx,Ice Bank Mice Elf
321,1,7.13,1.0,0.5,gust,AironVega
322,3,40.61,1.0,0.5,IlxxxlI,l3ae
323,0,2.0,1.0,0.5,gust,Portly23
324,0,1.0,1.0,0.5,Pimpika,IlxxxlI
325,1,1.19,0.25,0.1,GIGANTORR,dtnfk
326,0,2.0,1.0,0.5,Ice Bank Mice Elf,Pimpika
327,0,2.5,1.0,0.5,Ice Bank Mice Elf,gust
328,0,3.0,1.0,0.5,Ice Bank Mice Elf,IlxxxlI
329,0,0.6,0.25,0.1,solasso,xx10jqkaxx
330,0,0.6,0.25,0.1,ISULDURR,GIGANTORR
331,2,2.38,0.25,0.1,Jolly2chew,FirstClan
332,1,6.56,1.0,0.5,Open_Seat,Ice Bank Mice Elf
333,2,7.11,0.25,0.1,FirstClan,dtnfk
334,0,2.5,1.0,0.5,Portly23,Ice Bank Mice Elf
335,2,4.28,1.0,0.5,IlxxxlI,gust
336,0,2.5,1.0,0.5,Gargantuatua,IlxxxlI
337,1,2.38,1.0,0.5,winnipuh,Ice Bank Mice Elf
338,1,0.95,0.25,0.1,Flushdogg,ISULDURR
339,2,4.28,1.0,0.5,IlxxxlI,Ice Bank Mice Elf
340,3,1.76,0.25,0.1,BadOutfit,solasso
341,0,2.5,1.0,0.5,Pimpika,hunting2aces
342,3,58.0,1.0,0.5,IlxxxlI,Open_Seat
343,1,1.9,1.0,0.5,Gargantuatua,Portly23
344,2,1.2,0.25,0.1,CodyCap,Jolly2chew
345,3,1.05,0.25,0.1,Parcker,Flushdogg
346,3,9.65,0.25,0.1,The_felts_finest,IlxxxlI
347,0,2.5,1.0,0.5,IlxxxlI,Gargantuatua
348,1,0.72,0.25,0.1,IlxxxlI,BadOutfit
349,1,33.35,1.0,0.5,Gargantuatua,winnipuh
350,0,2.5,1.0,0.5,WomboComboAA,IlxxxlI
351,0,1.1,0.25,0.1,IlxxxlI,Parcker
352,2,20.47,1.0,0.5,Tedonutz,IlxxxlI
353,0,0.6,0.25,0.1,dtnfk,IlxxxlI
354,0,2.5,1.0,0.5,Pimpika,IlxxxlI
355,1,1.3,0.25,0.1,Parcker,IlxxxlI
356,2,5.23,1.0,0.5,Portly23,Pimpika
357,0,0.5,0.25,0.1,ISULDURR,dtnfk
358,3,57.5,1.0,0.5,ThxBro,WomboComboAA
359,1,1.9,1.0,0.5,Zackrei,Tedonutz
360,3,1.05,0.25,0.1,IlxxxlI,CodyCap
361,0,1.0,1.0,0.5,FirstClan,ThxBro
362,3,43.16,1.0,0.5,bardat,Portly23
363,3,16.31,0.25,0.1,Parcker,The_felts_finest
364,3,10.19,1.0,0.5,l3ae,Gargantuatua
365,1,1.43,0.25,0.1,joeyzzz,Parcker
366,1,9.98,1.0,0.5,Ice Bank Mice Elf,Pimpika
367,0,8.5,1.0,0.5,Ice Bank Mice Elf,FirstClan
368,0,2.5,1.0,0.5,IlxxxlI,l3ae
369,0,0.2,0.25,0.1,Ice Bank Mice Elf,joeyzzz
370,3,18.11,1.0,0.5,Pimpika,Zackrei
371,0,1.0,1.0,0.5,Portly23,Ice Bank Mice Elf
372,3,2.42,0.25,0.1,Flushdogg,ISULDURR
373,3,0.57,0.25,0.1,Parcker,IlxxxlI
374,1,1.05,0.25,0.1,dtnfk,Parcker
375,2,6.18,1.0,0.5,IlxxxlI,bardat
376,0,2.5,1.0,0.5,Gargantuatua,Portly23
377,0,2.0,1.0,0.5,Ice Bank Mice Elf,IlxxxlI
378,1,1.76,0.25,0.1,Parcker,Flushdogg
379,0,1.59,0.25,0.1,FirstClan,dtnfk
380,0,0.85,0.25,0.1,dtnfk,Parcker
381,3,4.99,0.25,0.1,xx10jqkaxx,Ice Bank Mice Elf
382,3,21.38,1.0,0.5,gubal123,Pimpika
383,3,23.28,1.0,0.5,Open_Seat,Ice Bank Mice Elf
384,3,46.5,1.0,0.5,LAGrinder,Gargantuatua
385,3,2.71,0.25,0.1,dtnfk,FirstClan
386,0,0.2,0.25,0.1,solasso,xx10jqkaxx
387,1,9.03,1.0,0.5,Gargantuatua,IlxxxlI
388,0,0.6,0.25,0.1,bclever,FirstClan
389,3,24.98,0.25,0.1,FirstClan,dtnfk
390,1,0.95,0.25,0.1,IlxxxlI,Parcker
391,0,3.5,1.0,0.5,dd dog,gubal123
392,0,0.6,0.25,0.1,postaltex,dtnfk
393,0,1.0,1.0,0.5,hunting2aces,Gargantuatua
394,1,0.72,0.25,0.1,dtnfk,IlxxxlI
395,1,2.06,0.25,0.1,IlxxxlI,bclever
396,2,18.53,1.0,0.5,winnipuh,Ice Bank Mice Elf
397,3,9.09,1.0,0.5,IlxxxlI,Open_Seat
398,0,1.59,0.25,0.1,Parcker,postaltex
399,3,9.69,1.0,0.5,IlxxxlI,LAGrinder
400,3,21.19,1.0,0.5,Ice Bank Mice Elf,dd dog
401,0,2.5,0.25,0.1,Jolly2chew,FirstClan
402,0,0.6,0.25,0.1,ISULDURR,dtnfk
403,0,0.6,0.25,0.1,The_felts_finest,IlxxxlI
404,0,0.6,0.25,0.1,BiGFck,Parcker
405,1,1.05,0.25,0.1,DarkKnight247,BadOutfit
406,0,0.6,0.25,0.1,Parcker,The_felts_finest
407,0,2.5,1.0,0.5,WomboComboAA,IlxxxlI
408,0,6.5,1.0,0.5,LAGrinder,winnipuh
409,0,5.0,1.0,0.5,Ice Bank Mice Elf,IlxxxlI
410,2,4.85,1.0,0.5,bardat,Portly23
411,0,1.5,0.25,0.1,CodyCap,Jolly2chew
412,0,0.2,0.25,0.1,dtnfk,Parcker
413,0,2.5,1.0,0.5,IlxxxlI,bardat
414,0,0.6,0.25,0.1,lukopti,dtnfk
415,0,1.0,1.0,0.5,Maria_Pia,WomboComboAA
416,3,128.92,1.0,0.5,Gargantuatua,Ice Bank Mice Elf
417,1,1.76,0.25,0.1,IlxxxlI,BiGFck
418,0,0.6,0.25,0.1,IlxxxlI,CodyCap
419,3,87.0,1.0,0.5,IlxxxlI,Ice Bank Mice Elf
420,3,20.71,0.25,0.1,Flushdogg,ISULDURR
421,3,147.0,1.0,0.5,Gargantuatua,LAGrinder
422,0,0.6,0.25,0.1,bclever,lukopti
423,3,14.82,0.25,0.1,IlxxxlI,DarkKnight247
424,2,2.38,1.0,0.5,Gargantuatua,IlxxxlI
425,0,2.5,1.0,0.5,LAGrinder,Gargantuatua
426,0,0.5,0.25,0.1,IlxxxlI,bclever
427,1,0.57,0.25,0.1,lukopti,Flushdogg
428,0,5.9,1.0,0.5,Simav,IlxxxlI
429,0,0.2,0.25,0.1,Parcker,IlxxxlI
430,2,7.76,1.0,0.5,FirstClan,Maria_Pia
431,2,11.4,1.0,0.5,l3ae,Gargantuatua
432,3,9.93,0.25,0.1,IlxxxlI,lukopti
433,3,18.44,0.25,0.1,FirstClan,IlxxxlI
434,3,19.81,0.25,0.1,Parcker,IlxxxlI
435,1,2.14,0.25,0.1,The_felts_finest,IlxxxlI
436,0,2.5,1.0,0.5,BiGFck,hunting2aces
437,1,5.23,1.0,0.5,IlxxxlI,LAGrinder
438,0,2.5,1.0,0.5,Portly23,BiGFck
439,0,2.5,1.0,0.5,IlxxxlI,l3ae
440,3,4.28,1.0,0.5,Zackrei,Simav
441,0,0.6,0.25,0.1,dtnfk,FirstClan
442,3,60.5,1.0,0.5,Ice Bank Mice Elf,FirstClan
443,1,1.76,0.25,0.1,dtnfk,IlxxxlI
444,3,0.57,0.25,0.1,dtnfk,Parcker
445,1,1.52,0.25,0.1,dtnfk,The_felts_finest
446,2,6.67,0.25,0.1,joeyzzz,Parcker
447,0,0.6,0.25,0.1,Jolly2chew,dtnfk
448,3,1.9,1.0,0.5,bardat,Portly23
449,0,0.6,0.25,0.1,BiGFck,dtnfk
450,2,1.43,0.25,0.1,postaltex,dtnfk
451,1,1.9,1.0,0.5,Open_Seat,Ice Bank Mice Elf
452,0,1.0,1.0,0.5,IlxxxlI,Open_Seat
453,2,7.13,1.0,0.5,Ice Bank Mice Elf,IlxxxlI
454,3,49.97,1.0,0.5,BiGFck,IlxxxlI
455,0,1.49,0.25,0.1,lukopti,dtnfk
456,1,9.31,1.0,0.5,gubal123,Zackrei
457,0,0.6,0.25,0.1,ISULDURR,BiGFck
458,0,0.6,0.25,0.1,Parcker,postaltex
459,1,4.28,1.0,0.5,IlxxxlI,bardat
460,2,7.81,0.25,0.1,CodyCap,Jolly2chew
461,0,1.0,1.0,0.5,WomboComboAA,IlxxxlI
462,2,2.38,0.25,0.1,Ice Bank Mice Elf,joeyzzz
463,1,1.2,0.25,0.1,bclever,lukopti
464,0,2.5,1.0,0.5,Gargantuatua,IlxxxlI
465,1,1.9,1.0,0.5,dd dog,gubal123
466,3,19.47,0.25,0.1,IlxxxlI,CodyCap
467,0,2.5,1.0,0.5,Ice Bank Mice Elf,BiGFck
468,0,2.0,1.0,0.5,BiGFck,hunting2aces
469,0,0.6,0.25,0.1,IlxxxlI,bclever
470,2,2.24,0.25,0.1,Flushdogg,ISULDURR
